,sentence
2316,금투협 관계자는 글로벌 인플레이션이 고조되면서 주요 각국에서는 연속적으로 금리를 상향하며 고금리 상황이 이어지고 있다며 증시 변동성이 확대되고 금리 인상기에 고정이율 상품 매력도가 증가함에 따라 증권형 펀드 순자산 감소 주요 금융투자상품에서의 자금 유출이 발생했다고 설명했다.
2317,부동산 시장이 얼어붙으면서 내집마련이 다소 후순위로 밀린 데다가 은행권에서는 고금리 특판 상품을 속속 내고 있어서다.
2318,이처럼 전 지역을 아울러 청약통장 가입자 수가 줄어든 것은 청약통장의 매력이 이전에 비해 떨어졌기 때문이다.
2319,고금리 한파에 부동산 시장이 위축되면서 청약 통장이 필요 없는 미분양 아파트도 늘어나고 있는 것도 주요 이유로 꼽힌다.
2320,실제 하나금융경영연구소는 최근 보고서에서 금리 급등으로 부채 상환 부담이 커지고 매수 심리가 위축되면서 부동산 가격 하방 압력은 가중되고 있다고 분석했다.
2321,반면 금융권은 한국은행의 기준금리 인상에 발맞춰 수신금리를 올리는 상황이다.
2322,때문에 투자 관련 커뮤니티에선 청약통장 유지와 해약을 두고 갑논을박이 한창이다.
2323,청약 이율이 비교적 낮은 점을 들어 이를 해지하고 예·적금에 넣어야 할지 갈등하는 고민글을 어렵지 않게 찾아볼 수 있었다.
2324,이와 관련 금융권에서는 청약통장과 일반 예·적금을 같은 선상에서 판단하기는 어렵다고 조언한다.
2325,청약통장의 가장 큰 쓰임은 이자를 위한 투자가 아닌 아파트 청약을 위한 자격조건이라는 것이다.
2326,이 원장은 취임 직후 가장 먼저 만난 국내은행장들 면전에서 과도한 이자 이익을 비판한 데 따른 것이다.
2327,금감원은 새 원장 취임 이후 의례적인 업권 소통 행보라는 입장이지만 보험사들은 검찰 출신 원장이 어떤 주문을 할지 벌벌 떨고 있다.
2328,대형 보험사를 비롯해 중·소형사 외국계 보험사 CEO들이 참석할 예정이다.
2329,보험사들이 특히 긴장하고 있는 것은 은행 간담회 때처럼 인플레이션(물가 상승)으로 고통 받고 있는 서민 경제에 도움을 달라는 구두 압박을 받지 않을까 하는 점이다.
2330,당장 기준금리 인상에 따라 예·적금 금리가 오르자 금융소비자들 사이에선 보험상품 예정이율에 대한 불만이 나온다.
2331,예정이율은 보험료 산출의 근거가 되는 보험사 자산운용 기대 수익률을 뜻한다.
2332,일반적으로 금리가 올라가면 보험사는 공시이율을 높여 보험금 적립액을 높이는데 소비자들은 예정이율을 올려 매달 나가는 보험료를 낮춰주길 원한다.
2333,생보업계 관계자는 “시중 금리가 오르는 만큼 공시이율이 올라 보험 가입자도 금리 상승의 수혜를 누린다며 “예정이율 산정은 보험사 영업비밀로 당국에서 일률적으로 조정을 요구할 수 없는 부분이라고 말했다.
2334,특히 자동차보험은 국민 대다수가 가입 중이고 보험 중 유일하게 소비자물가지수에 포함돼 보험료율을 낮추면 당장 조금이라도 물가 안정에 도움이 된다.
2335,한국산 가상화폐 루나와 자매 스테이블 코인 테라USD(UST) 폭락으로 전 세계 가상화폐 시장이 흔들렸다.
2336,엎친 데 덮친 격으로 미국 연방준비위원회가 잇달아 금리를 올리면서 탈중앙화금융(디파이) 시장 전체가 된서리를 맞았다.
2337,‘가장 민주적인 금융’을 표방한 탈중앙화금융 시장에서 왜 이런 일이 벌어질까.
2338,전문가들은 테라가 겉으로는 탈중앙을 표방하면서도 실제로는 ‘폐쇄적인 중앙집권 공동체’로 운영된 점을 지적했다.
2339,관련 업계 종사자들도 “테라는 탈중앙화를 한 적이 없었다며 “이참에 탈중앙화금융의 옥석을 가려야 한다고 말한다.
2340,테라 사태는 건전한 비판과 위험 신호를 묵살하는 공동체가 어떤 결말을 맞는지 단적으로 보여주는 사례라는 것이다.
2341,■금융권력에 대한 반발 가상통화를 낳다테라 사태의 맥락을 이해하려면 탈중앙화금융과 가상통화의 등장 배경부터 이해해야 한다.
2342,수차례의 금융위기를 겪으면서 일각에선 강력한 중앙집권 정부와 중앙은행 월가로 대표되는 금융권이 ‘화폐’에 관한 권한을 독점하는 데 대한 의문을 제기했다.
2343,문제는 중앙집권적 권력 없이 화폐의 필수요건인 ‘신뢰’를 유지하기 어렵다는 점이다.
2344,국가권력이 ‘어디서나 같은 가치를 가지도록’ 담보해야 화폐로 통용될 수 있다.
2345,특정 주체가 디지털 화폐의 정보를 독점한다면 신뢰를 담보할 수 없지만 만약 모든 사람이 화폐의 거래 내역을 함께 나눠 가진다면 화폐의 신뢰성을 담보할 수 있다는 아이디어였다.
2346,모두가 같은 내용의 장부를 갖고 있다면 누군가 장부를 조작해도 금방 들통나는 원리이다.
2347,비트코인이 탈중앙적 화폐라는 아이디어를 현실에 구현하면서 업계도 성장하기 시작했다.
2348,비트코인보다 더 ‘오픈 소스’에 가까운 이더리움이 나오고 가상통화를 기반으로 하는 탈중앙화금융 ‘디파이’도 등장했다.
2349,가상통화의 가치에 주목한 투자자들과 새 조류를 읽은 개발자들이 몰려들면서 ‘판’이 커졌다.
2350,투자자들이 탈중앙화금융 생태계에 자산을 예치해 유동성을 공급해주고 시스템은 그 대가로 고이율의 이자 수익을 제공하는 것이다.
2351,자산 투자 광풍 시대에 은행보다 훨씬 높은 이율을 보장한다는 탈중앙화금융으로 돈이 몰려들었다.
2352,이들은 탈중앙화금융의 기본 가치인 ‘투명성’을 도외시하고 폐쇄적으로 시스템을 운영했다.
2353,분권과 정보공개 대신 ‘나를 믿으면 고수익을 약속하겠다’며 사람들을 현혹했다.
2354,테라폼랩스 핵심 관계자들과 일부 투자사들은 테라 생태계의 가치를 지키기 위한 비영리단체 ‘루나파운데이션가드(LFG)’를 구성했다.
2355,LFG는 테라 생태계 운영을 비밀스럽게 좌지우지하며 비판의 목소리를 묵살하거나 조롱했다.
2356,권도형 대표는 한 경제학자의 문제제기에 “나는 가난한 사람과 토론하지 않는다고 했다.
2357,이들은 시스템 붕괴 징조를 알면서도 투자자들에게 안정성을 홍보하다가 투자자들에게 손해배상 소송을 당했다.
2358,테라 초기 개발자로 앵커 프로토콜의 불안정성을 지적했으나 묵살당하고 퇴사한 강형석 스탠다드프로토콜 대표의 말은 당시 테라폼랩스 내부 분위기를 여실히 보여준다.
2359,“이대로는 시스템이 무너진다고 여러 차례 말했는데 제대로 전달조차 되지 않았고 권 대표는 답변도 하지 않았어요.
2360,하도 안 들으니 결국 사무실에서 소리까지 쳤는데 돌아온 대답은 ‘너는 아이비리그도 안 나왔는데 어떻게 아냐’는 말이었죠.
2361,가장 민주적인 금융 서비스를 표방한 탈중앙화금융이 가장 비민주적인 방식으로 운영된 것이다.
2362,■“우리가 옳다는 식의 독선이 낳은 결말테라 사태로부터 두 달이 지난 지금 피해는 업계 전체로 번지고 있다.
2363,대형 탈중앙화 대출 플랫폼인 ‘셀시우스’에서도 지급 중단 사태가 벌어졌고 LFG의 일원이던 쓰리애로우즈캐피털은 파산 절차에 돌입했다.
2364,셀시우스 역시 테라폼랩스처럼 코인을 일괄적으로 관리하며 투자자들에게 심각한 위험을 제대로 공지하지 않은 의혹을 받는다.
2365,설상가상으로 미 연준이 저금리 기조를 버리고 잇달아 금리를 올리는 바람에 업계에 들어왔던 자금은 썰물처럼 빠져나가고 있다.
2366,전문가들은 테라폼랩스 등이 탈중앙화금융의 기본 원칙을 저버린 것이 사태의 핵심이라고 지적한다.
2367,이자율을 마음대로 결정하는 등 완전히 전산화된 중앙은행처럼 행동했다며 “셀시우스도 ‘은행에서 벗어나라’고만 외쳤지 정작 운영 방식은 은행이랑 다를 바가 없었다고 했다.
2368,그는 “일부 설립자들은 그저 탈중앙화금융이라는 흐름에 타서 돈만 받고 정작 블록체인이 만들려는 구조를 완전히 잊거나 만들 실력도 없었던 것이라고 했다.
2369,트위터 캡처탈중앙화금융은 투명성·민주성으로 자산 가치를 통제하는데 이 원칙을 배반하는 순간 ‘통제장치 없는 사기극’을 막기 어려워진다.
2370,김승주 고려대 정보보호대학원 교수는 “탈중앙화는 단순히 이익을 나눠갖는 게 아니라 협동조합처럼 모든 코인 소유주가 경영에 참여하고 이익을 나눠갖는 것이라며 “테라는 구성원들의 경영 참여가 전혀 이뤄지지 않았고 권 대표의 개인 회사처럼 돌아갔다고 했다.
2371,업계에서는 거래 당사자가 거래와 신원증명 등에 대한 주권을 완전히 갖는 ‘자기주권’ 등의 개선책도 연구되고 있다.
2372,테라 사태는 비판과 위험에 눈을 감는 ‘우리만 옳다’는 식의 태도가 얼마나 위험한지도 보여준다.
2373,이 욕망이 권 대표 같은 이들을 만들었고 그들이 벌인 일은 끔찍했다며 “이참에 탈중앙화금융도 옥석을 잘 가리고 투자자들은 다시 ‘불장’이 오더라도 그런(위험한) 곳에 손을 주지 말았으면 한다고 했다.
2374,김 교수는 “권 대표를 한국의 일론 머스크로 칭송한 일부 매체와 위험성을 경고하지 않은 애널리스트들도 책임이 있다면서 “협동조합처럼 돌아가는지 아닌지 자산이 많은 사람이 더 많은 의결권을 행사하는 과정에서 어떤 안전장치가 있는지 등을 잘 살펴봐야 한다고 했다.
2375,한 총리 부부는 수천만 원 혹은 수억 원 단위로 정기예금을 쪼개어 예치해 유동성을 높였다.
2376,조금이라도 더 높은 이율 더 좋은 세제 혜택을 볼 수 있다면 기꺼이 돈을 넣었다.
2377,IRP는 이런 퇴직금을 모아 한 계좌에 가입하고 재직 중에도 근로자의 여유자금을 노후를 위해 투자할 수 있도록 하는 퇴직금 전용 계좌다.
2378,근로자가 직접 자신의 IRP 계좌를 운용할 금융기관(퇴직연금사업자)을 정하고 계약할 수 있다.
2379,찐 재테크 정보 M+에서 만나요더 많은 재테크 기사와 돈 되는 정보는 내 손안의 머니쇼 매경 엠플러스에서 만날 수 있습니다.
2380,KB국민은행이 판매 금액에 따른 차등 금리를 제공하는 정기예금 상품인 공동구매정기예금을 판매한다.
2381,물가 억제를 위해 각국 중앙은행이 연속적으로 기준금리를 인상하고 이에 따라 달러화 강세가 이어지는 가운데 투자심리가 위축되는 악순환인 셈이다.
2382,금투협 관계자는 증시 변동성이 확대되고 금리 인상기에 고정이율 상품의 매력도가 증가하면서 증권형 펀드 순자산이 감소하고 주요 금융투자상품에서의 자금 유출이 발생했다고 설명했다.
2383,미국 투자자들은 이런 행위가 일종의 ‘불완전판매’라고 보고 집단소송을 제기했다.
2384,불완전판매는 투자 위험성을 제대로 안내하지 않은 상태에서 고객에게 금융 상품을 사라고 권유하는 행위를 말한다.
2385,앵커 프로토콜에 몰린 자산은 테라폼랩스 총예치자산(TVL)의 절반 이상을 차지했다.
2386,이는 (가격) 방어 메커니즘이 준비되지 않은 상태에서 테라의 수요를 너무 빠르게 증가시켰고 이 같은 성장은 시스템이 조정될 시간을 주지 않고 취약성을 키웠다고 밝혔다.
2387,앵커 프로토콜이 정상적인 금융서비스가 아닌 ‘미끼 상품’이었다는 점도 인정했다.
2388,테라폼랩스를 상대로 소송을 제기한 미국 투자자 닉 패터슨은 “새 투자자들이 계속 유입되지 않는다면 죽음의 소용돌이(테라와 루나가 서로의 가치를 끌어내리는 악순환)의 위험이 커진다는 것을 권도형 테라폼랩스 대표 등이 처음부터 알고 있었던 것이라고 말했다.
2389,그럼에도 테라폼랩스와 루나파운데이션가드 관계자들은 테라 생태계가 안정적이라고 홍보하면서 지속적으로 투자자를 모집했다.
2390,테라폼랩스의 창립멤버이자 책임연구원인 니콜라스 플라티아스도 “테라는 분산된 유동자산 풀에 의해 보호된다며 “테라의 지속가능성에 대한 반론은 제거됐다고 했다.
2391,권 대표 역시 꾸준히 트위터로 투자를 홍보하며 반론을 제기하는 이들에게 “나는 가난한 사람과 토론하지 않는다고 대꾸했다.
2392,투자자들은 한국의 자본시장법에 해당하는 미국 증권거래법과 하위 테스트(어떤 거래가 미국 증권거래법상 투자에 해당하는지 판단하는 미국 대법원 테스트)로 볼 때 테라와 루나는 ‘증권’임이 명백하다고 했다.
2393,그러므로 테라·루나의 위험성을 알고도 시스템이 안정적인 것처럼 홍보하며 투자자를 끌어모은 행위는 위법이라는 논리이다.
2394,또 투자자들은 고소장에서 “피고들이 이런 정보를 공개하지 않은 것은 투자자들을 유입시켜 가상통화 가격을 부풀리고 자신들이 보유한 가상통화를 팔아 상당한 이윤을 남기려고 의도했다는 것이라며 “실제 이들은 수십억개의 루나를 시중에 팔았다고 주장했다.
2395,테라·루나 폭락 사태를 수사 중인 서울남부지검 금융·증권범죄합수단도 이같은 상황을 인지하고 관련 법리를 검토 중이다.
2396,합수단은 최근 테라 시스템 개발에 관여한 일부 직원들을 출국금지 하는 등 수사에 속도를 내고 있다.
2397,그는 우리는 우크라이나의 편에 설 것이라며 EU로부터 추가적 군사적 지원이 가는 중이라고 말했다.
2398,젤렌스키 대통령은 이날 회동에서 직접 공습 피해 상황에 관해 설명할 예정이다.
2399,앞서 젤렌스키 대통령은 이날 올라프 숄츠 독일 총리와 에마뉘엘 마크롱 프랑스 대통령과 통화하고 이같이 합의했다고 밝혔다.
2400,슈테펜 헤베슈트라이트 독일 정부 대변인은 독일 정부는 우크라이나에 대한 공격을 강력히 규탄한다면서 독일 총리는 젤렌스키 대통령에게 지원을 약속했다고 밝혔다.
2401,독일은 수일내에 우크라이나에 전방위 방공시스템인 IRIS-T SLM을 공급할 것이라고 크리스티네 람브레히트 독일 국방장관이 밝혔다.
2402,옌스 스톨텐베르그 북대서양조약기구(NATO·나토) 사무총장도 러시아의 우크라이나 민간인에 대한 잔혹하고 무차별적인 공격을 규탄했다.
2403,그는 이날 트위터에 올린 글에서 드미트로 쿨레바 우크라이나 외무장관과 대화를 하고 러시아의 우크라이나 민간 기반시설에 대한 잔혹하고 무차별적 공격을 규탄했다면서 나토는 시간이 얼마나 걸리든 우크라이나인들의 반격을 계속 지지할 것이라고 말했다.
2404,재판매 및 DB 금지 젤렌스키 대통령은 마크롱 대통령과는 우크라이나 방공 강화에 대해 논의했다고 전했다.
2405,프랑스 대통령실은 이날 성명에서 마크롱 대통령이 민간인 희생을 초래한 공격에 관해 극도의 우려를 전했다고 말했다고 AFP가 보도했다.
2406,대통령실은 또 마크롱 대통령은 젤렌스키 대통령을 완전히 지지한다는 점과 함께 우크라이나 필요에 맞춰서 군사장비 등의 지원을 확대한다는 약속을 재확인했다고 말했다.
2407,마크롱 대통령은 이날 지역 방문 중 기자들에게 러시아가 우크라이나 전역에 걸쳐 민간인을 대상으로 고의로 공격했다며 이는 이번 전쟁 본질에 엄청난 변화라고 말했다.
2408,이에 앞서 카트린느 콜로나 프랑스 외교부 장관은 트위터에 러시아의 무차별 공습을 규탄하고 고의로 민간인을 겨냥하면 전쟁범죄에 해당한다고 말했다.
2409,보렐 EU 외교·안보정책 고위대표의 대변인과 폴란드 외무장관 등도 전쟁범죄를 언급했다.
2410,제임스 클리버리 영국 외무부 장관은 러시아의 우크라이나 키이우 등 공습은 블라디미르 푸틴 러시아 대통령의 힘이 아니라 약함을 보여주는 것이라며 용납할 수 없다고 말했다.
2411,이에 앞서 러시아는 푸틴의 자존심 크림대교 폭발 이후 우크라이나 수도 키이우 중심부를 비롯한 우크라이나 도시 곳곳에 대대적인 미사일 공격을 감행했다.
2412,상상인저축은행 제공 금리 상승 추세 즉각 반영 이점한국은행 기준금리 인상 속도가 빨라질 것으로 예상되면서 은행이 시중 유동성을 흡수하는 역머니무브 현상이 나타날 조짐이다.
2413,금리가 가파르게 오르면서 일정 기간내 수신금리가 오르면 이를 반영해 이자를 많이 주는 회전식예금에 관심이 몰리고 있다.
2414,국민은행 국민수퍼정기예금은 가입자가 이율 이자 지급 만기일 등을 직접 설계해 저축할 수 있는 고객 맞춤 정기예금이다.
2415,내집 마련 결혼 출산 등으로 목돈이 필요해 해지할 경우 높은 금리를 적용하는 기쁜 날 서비스도 있다.
2416,간단한 조건을 충족하면 쉽게 우대금리를 받을 수 있는 저축은행 상품도 있다.
2417,부동산 시장이 얼어붙으면서 내집 마련이 다소 후순위로 밀린 데다가 은행권에서는 고금리 특판상품을 속속 내고 있어서다.
2418,이처럼 청약통장 가입자 수가 줄어든 것은 청약통장의 매력이 이전에 비해 떨어졌기 때문이다.
2419,고금리 한파에 부동산 시장이 위축되면서 청약통장이 필요 없는 미분양 아파트가 늘어나고 있는 것도 주요 이유로 꼽힌다.
2420,실제 하나금융경영연구소는 최근 보고서에서 금리 급등으로 부채상환 부담이 커지고 매수심리가 위축되면서 부동산 가격 하방압력은 가중되고 있다고 분석했다.
2421,반면 금융권은 한국은행의 기준금리 인상에 발맞춰 수신금리를 올리는 상황이다.
2422,이 때문에 투자 관련 커뮤니티에선 청약통장 유지와 해약을 두고 갑론을박이 한창이다.
2423,청약 이율이 비교적 낮은 점을 들어 이를 해지하고 예·적금에 넣어야 할지 갈등하는 고민 글을 어렵지 않게 찾아볼 수 있었다.
2424,이와 관련 금융권에서는 청약통장과 일반 예·적금을 같은 선상에서 판단하기는 어렵다고 조언한다.
2425,청약통장의 가장 큰 쓰임은 이자를 위한 투자가 아닌 아파트 청약을 위한 자격조건이라는 것이다.
2426,회전식 정기예금으로금리 인상기 대비일정한 주기로이자 바뀌는 상품금리 계속 오를 때수익 늘릴 수 있어 사진게티이미지뱅크올 하반기에도 금리 상승 전망이 유력한 가운데 적용 금리가 주기적으로 변동되는 ‘회전식 정기예금’이 인기를 끌고 있다.
2427,금리 상승기에는 그때그때 오른 금리를 적용받을 수 있기 때문에 이자 수익을 늘릴 수 있다.
2428,국민은행 ‘국민수퍼정기예금’은 가입자가 이율 이자 지급 만기일 등을 직접 설계해 저축할 수 있는 다기능 맞춤식 정기예금이다.
2429,내집 마련 결혼 출산 등으로 목돈이 필요해 해지할 경우 높은 금리를 적용하는 ‘기쁜 날 서비스’도 누릴 수 있다.
2430,주가 부진과 리픽싱 상향 의무 도입 등이 영향을 주고 있는 것으로 보여진다.
2431,많은 코스닥벤처펀드들이 출시되면서 코스닥 상장사의 메자닌(CB·BW) 부족 현상이 이어졌다.
2432,그간 CB투자는 이자수익보다 주식 전환을 통한 시세차익을 노리는 경우가 많다.
2433,주가 하락으로 전환가액이 낮아진 후 향후 주가가 오르면 주식을 전환해 매도해 수익을 올리는 것이다.
2434,하지만 코스닥 시장의 부진이 이어지면서 안정적인 수익을 기대하는 투자자들이 늘고 있는 추세다.
2435,한 사모운용사 관계자는 코스닥벤처펀드의 영향으로 매출은 적은데 메자닌을 많이 발행한 기업들이 많다면서 문제는 최근 주가 부진이 이어지면서 차환 발행 소화가 과거 대비 안되고 있다고 설명했다.
2436,이어 제로금리가 아닌 발행도 나타나고 있는데 상장사들의 재무적 부담이 더 커져서 사고로 이어질 수 있다고 우려했다.
2437,리튬플러스 관계자는 “휴센텍과의 협력 관계를 모색했으나 거래정지 등의 불확실성이 걸림돌로 작용했다“며 휴센텍 기존 주주들과는 원만히 소통할 것이라고 말했다.
2438,리튬플러스 측은 이번 BW 조기 상환으로 양사의 재무적 사업적 관계는 모두 정리될 전망으로 전망한다.
2439,이번달 말 글로벌 기업의 생산기술자들의 방문과 다음달 중순 리튬 첫 생산을 앞두고 있다.
2440,당분간 금리 인상이 예속될 것으로 점쳐지면서 장기 예·적금에 돈을 묵히기보다는 단기 상품이나 파킹통장을 찾는 수요가 확대될 것으로 보인다.
2441,이같이 은행 수신액이 증가한 것은 한국은행에 기준금리 인상에 따라 은행들이 금리 경쟁에 뒤처지기 않기 위해 앞 다퉈 예·적금 금리를 올렸기 때문이다.
2442,국내 기준금리도 올해 안에 두세 차례 더 오르고 그만큼 은행 예·적금 금리도 높아질 것이란 전망이 나온다.
2443,은행들이 예·적금 금리를 언제 얼마나 올릴지 알 수 없는 짠테크 족들에게는 애써 고민해 가입한 상품 이율이 얼마 지나지 않아 저금리가 될 수 있다는 점이 고민거리다.
2444,언제든지 높은 이율 상품으로 갈아탈 수 있으면서도 높은 이자까지 챙길 수 있는 방법을 찾으면서 수시입출금식 파킹통장이나 단기 예·적금 상품 등의 인기가 높아지고 있다.
2445,금리 인상기에 상품 가입을 고민하는 금융 소비자들에게 이같은 혜택도 눈여겨 볼만하다.
2446,금융권 관계자는 금리 인상기 변동성이 큰 여건이 계속될 것으로 보이는 만큼 당분간 단기 금융 상품에 부동자금을 파킹해 두려는 수요가 확대될 것이라고 말했다.
2447,동양생명 예정이율 인상…삼성생명도 동참할 듯 보푸라기는 알쏭달쏭 어려운 보험 용어나 보험 상품의 구조처럼 기사를 읽다가 보풀처럼 솟아오르는 궁금증 해소를 위해 마련한 코너입니다.
2448,편집자이달부터 동양생명 뉴(NEW) 디딤돌 유니버셜 통합 종신보험의 보험료가 저렴해졌습니다.
2449,예정이율은 보험사가 보험 계약자에게서 받은 보험료를 운용해 보험금을 지급할 때까지 얻을 수 있는 예상수익입니다.
2450,보험사들은 보험료를 조정할 때 보통 예정이율을 인상·인하한다고 설명하곤 하죠.
2451,보험사 입장에선 보험료인 원금에 더해 이자 수익을 얻어 보험금을 지급할 수 있게 되는 것이고요.
2452,사업비차익 위험률차익 등 보험료를 정하는 다른 요인이 있지만 예정이율에 한정해 말하면 보험금은 보험료로 받은 원금과 예정이율이 적용된 이자까지 고려한 금액입니다.
2453,그래서 예정이율을 상향하면 보험 계약자가 내야 할 보험료가 싸지고 반대로 예정이율을 하향하면 보험료가 비싸진다는 겁니다.
2454,동양생명을 시작으로 삼성생명 등 대형사들도 보험료 인하행렬에 동참할 것으로 예상되는 거죠.
2455,다만 한쪽에서는 보험료 인하 기류가 크게 확산될 지 미지수라는 의견도 나옵니다.
2456,그러자 은행 직원은 “지금 해약하면 아까우니 예적금담보대출을 잠깐 쓰는 게 어떻겠느냐고 권유했다.
2457,이데일리 이미나 기자금리 상승기를 맞아 A씨처럼 은행 예적금을 담보로 대출을 빌리는 예적금담보대출 수요가 늘고 있다.
2458,상대적으로 저리로 빌릴 수 있는 데다 금리 급등에 따른 역머니 무브 현상에 따라 담보로 삼을 은행 예적금도 늘었기 때문으로 풀이된다.
2459,시장금리와 기준금리 인상에 따라 대출 및 수신금리가 연동해 뛰었기 때문이다.
2460,특히 예적금담보대출은 주로 예금보유 고객 중 만기를 앞두고 급전이 필요할 경우에 쓰면 유용하다는 설명이다.
2461,시중은행 한 관계자는 “예적금담보대출은 고객이 예금을 만기시까지 유지했을 때 이자보다 (예적금담보대출)대출이자가 적을 경우에 대부분 이용한다며 “예금 중도해지 이율과 만기 이율과의 차이가 클수록 단기 예적금담보대출을 통해 급전 수요를 충당하는 경우가 많다고 말했다.
2462,예적금담보대출은 중도상환수수료가 없고 DSR(총부채원리금상환비율)규제에서도 빠진다.
2463,한 금융권 관계자는 “급전이 필요해 예적금을 해지하려는 시점에 따라 중도해지 이율이 다르고 대출금액에 따라 예적금담보대출 금리도 다르다며 “지점에서 상담을 받아 확인하는 게 필요하다고 말했다.
2464,의사나 의료기관은 상인으로 볼 수 없기 때문에 의사가 의료기관에 대해 갖는 임금채권은 민사채권이라는 대법원 판단이 처음 나왔다.
2465,대법원은 이번 판결을 통해 의료법상 영리추구 활동이 제한되고 직무에 관한 고도의 공공성과 윤리성이 강조되는 의사나 의료기관이 상법상 상인에 해당하지 않고 때문에 의사가 의료기관에 대해 갖는 임금 등 채권의 본질은 상사채권이 아니라 일반 민사채권이라는 점을 분명하게 밝혔다.
2466,재판부는 의사의 영리추구 활동을 제한하고 그 직무에 관해 고도의 공공성과 윤리성을 강조하며 의료행위를 보호하는 의료법의 여러 규정에 비춰 보면 개별 사안에 따라 전문적인 의료지식을 활용해 진료 등을 행하는 의사의 활동은 간이·신속하고 외관을 중시하는 정형적인 영업활동 자유로운 광고·선전을 통한 영업의 활성화 도모 인적·물적 영업기반의 자유로운 확충을 통한 최대한의 효율적인 영리 추구 허용 등을 특징으로 하는 상인의 영업활동과는 본질적으로 차이가 있다 할 것이라고 밝혔다.
2467,이어 또한 의사의 의료행위와 관련해 형성된 법률관계에 대해 상인의 영업활동 및 그로 인해 형성된 법률관계와 동일하게 상법을 적용해야 할 특별한 사회경제적 필요 내지 요청이 있다고 볼 수도 없다고 덧붙였다.
2468,이어 그런데도 원고들의 피고에 대한 수당 등 채권에 상법상 지연손해금 이율을 적용한 원심의 판단에는 상사채권에 관한 법리를 오해해 판결에 영향을 미친 잘못이 있다며 이를 지적하는 상고이유 주장은 이유 있다고 파기자판의 이유를 밝혔다.
2469,교보생명 홍보모델이 금리확정형 종신보험으로 보험료 부담을 낮춘 무배당 더든든한교보종신보험을 홍보하고 있다.
2470,교보생명의 ‘무배당 더든든한교보종신보험’은 보험료 부담은 낮춘 반면 가입 나이를 확대해 고령층 가입 기회를 넓혔다.
2471,실속 있는 보장구조로 보험료 부담을 낮춘 것도 장점이라는 게 회사 측 설명이다.
2472,또 보험료 납입기간에 일반형보다 해지환급금이 적은 대신 보험료 부담을 줄인 ‘저해지환급금형’ 종신보험이다.
2473,생애 변화에 맞춰 사망보험금을 다양하게 활용할 수 있도록 한 것도 장점이다.
2474,고객 상황에 맞게 사망보험금을 원하는 기간 필요한 만큼 월분할이나 연분할로 설계해 생활자금이나 자녀 교육자금으로 활용 가능하다.
2475,이은미 교보생명 분당중앙FP지점 자산관리사 이은미 교보생명 분당중앙FP지점 FP(자산관리사) 보험은 우리 일상생활 깊숙이 자리 잡고 있다.
2476,이렇듯 많은 사람들이 미래의 사고나 질병에 대비하기 위해 혹은 노후를 준비하기 위해 보험에 가입한다.
2477,하지만 무턱대고 보험에 가입하면 정작 필요할 때 제대로 된 보장을 받지 못할 수도 있다.
2478,인생의 시기별로 가입하기 좋은 보험을 살펴보고 합리적인 보험 가입 전략을 세우는 것이 중요하다.
2479,종신보험은 가장의 유고 시 유가족의 안정적 생활을 돕는 보장성보험으로 사고 원인에 관계없이 정해진 사망보험금이 전액 지급된다.
2480,종신보험은 사망보장 외에도 특약을 통해 암을 비롯한 질병 재해 등 본인 필요에 따라 맞춤설계를 할 수 있다.
2481,보험료가 부담된다면 정해진 기간 동안 보장 받는 정기보험이나 일정 기간 해지환급금을 낮춘 저해지 종신보험에 가입하는 것도 합리적인 방법이다.
2482,연금보험은 은퇴 이후 매월 안정적인 노후자금을 확보할 수 있어 가장 바람직한 노후준비수단으로 꼽힌다.
2483,직장생활을 시작했다면 세액공제 혜택이 있는 연금저축에 가입하는 것이 바람직하다.
2484,연금저축은 취급기관에 따라 연금저축보험(보험) 연금저축신탁(은행) 연금저축펀드(증권)로 나뉜다.
2485,생명보험사의 연금저축보험은 노후에 평생 연금을 수령할 수 있는 것이 장점이다.
2486,평생 안정적인 노후자금을 수령할 수 있는 연금보험을 활용해 본격적으로 노후를 준비해야 한다.
2487,변액연금보험은 보험료의 일부를 주식과 채권에 투자하는 실적배당형 상품이다.
2488,운용실적에 따라 보다 높은 수익을 기대할 수 있고 실적이 좋지 않더라도 납입보험료를 보증해준다.
2489,CI보험은 종신보험처럼 사망을 평생 보장하면서 ‘중대질병(CI)’ 발생 시 사망보험금 중 일부를 미리 지급한다.
2490,목돈은 있지만 노후준비가 다소 미흡한 사람이라면 즉시연금이 대안이 될 수 있다.
2491,즉시연금보험은 한 번에 목돈을 맡기면 다음달부터 매월 또는 매년 안정적으로 연금을 받을 수 있는 상품이다.
2492,가입 즉시 연금을 수령할 수 있고 공시이율로 운용되며 금리가 떨어져도 최저보증이율이 보장된다.
2493,상속자산 규모를 미리 파악해 종신보험에 가입하면 가장 유고 시 유가족이 사망보험금을 받아 상속세 재원으로 납부할 수 있다.
2494,종신보험 가입 시 본인을 피보험자로 하고 소득이 있는 배우자나 자녀를 계약자와 수익자로 지정하면 사망보험금은 상속재산에 포함되지 않아 상속세 절세 효과도 누릴 수 있다.
2495,주식·채권·원화 가치가 동반 하락하는 이른바 ‘트리플 약세’가 시장을 지배한다.
