,sentence
2742,서울 서초경찰서는 해당 사건을 넘겨 받고 국민신문고와 중고 거래 플랫폼에 올라온 글을 토대로 입건 전 조사(내사)에 착수했다.
2743,이어 사실 관계 등 구체적인 내용은 개인 신상 내용이기에 이 자리에서 말하기 곤란하다고 설명했다.
2744,A씨는 방탄소년단이 외교관 여권 만들러 여권과에 극비 방문했을 때 대기 공간에 두고 간 모자라며 정국이 직접 썼던 벙거지 모자로 꽤 사용감이 있는 상태다.
2745,이와 함께 A씨는 글이 사실임을 강조하기 위해 외교부 공무직원증을 인증하기도 했다.
2746,경찰이 더불어민주당 이재정 의원실에 제출한 자료에 따르면 정국이 외교부에 여권 발급 업무차 방문 당시 놓고 간 모자를 외교부 직원이 경찰에 신고한 내역은 없던 것으로 알려지며 논란이 끊이지 않았다.
2747,부산 거리 곳곳이 BTS를 상징하는 보라색으로 물들고 전 세계 팬들이 속속 모여들고 있습니다.
2748,리포트 세계적인 슈퍼스타 그룹 BTS의 공연이 열리는 부산 아시아드 주 경기장입니다.
2749,관객들은 이곳 보조경기장에서 표를 받고 본인 확인을 한 뒤 본 공연장으로 이동할 예정입니다.
2750,김보미/서울 은평구 : 작은 화면으로 보는 것보다 부산에서 큰 스크린으로 보는 것도 더 의미가 있고 아이들(BTS) 모습도 더 자세히 볼 수 있지 않을까 싶어서.
2751,광안대교 등 주요 다리마다 그리고 경기장 주변에는 엑스포 유치의 염원을 담아 보랏빛 조명을 밝혔습니다.
2752,부산을 찾는 팬과 관광객을 위해 KTX와 SRT가 증편 운행되고 인천과 김해공항을 오가는 환승 내항기와 부산과 일본 간 항공기가 추가 운행되고 있습니다.
2753,시는 엑스포 유치를 위한 다양한 이벤트를 열고 부산 대표 관광자원으로 활용하는 방안을 찾기로 했다.
2754,최근 한 중고거래 사이트에 그룹 방탄소년단(BTS) 정국이 착용했던 모자를 판매한다는 글이 올라와 누리꾼들의 눈길을 끌었다.
2755,다만 모자 습득 경위와 공무 직원이라는 판매자의 직업 등이 공개되며 논란이 일고 있다.
2756,특히 A씨는 이 같은 주장을 뒷받침하기 위해 외교부 소속 공무직원증 사진을 인증했다.
2757,돈 주고도 구할 수 없는 물건이라면서 세계적으로 유명한 가수이기에 소장 가치는 더욱 올라갈 것으로 예상된다고 적었다.
2758,A씨가 판매하는 모자가 실제 정국이 착용한 것인지 진위 여부는 확인되지 않았다.
2759,A씨는 외교부에 해당 내용을 고발하겠다는 누리꾼들의 반응에 판매 글을 내린 것으로 알려졌다.
2760,현재 A씨가 정국의 모자를 습득한 뒤 경찰에 신고했는지 여부는 밝혀지지 않았다.
2761,그가 작곡한 대표곡으로는 god 하늘색 풍선 비 나쁜 남자 백지영 총 맞은 것처럼 등이 있다.
2762,정진석 국민의힘 비상대책위원장이 BTS 군 입대 결정을 환영한다고 밝혔다.
2763,정 비대위원장은 (BTS) 병역 특혜를 둘러싼 긴 논쟁에 종지부를 찍었다.
2764,단순한 병역의무 이행이 아니라 대한민국 청년의 애국심을 보여주었다며 병역 의무는 대한민국 청년 누구에게나 부과된 신성한 의무입니다.
2765,정 비대위원장은 우리 젊을 때는 군 복무를 정치 탄압의 수단으로 휘둘렀던 강제 징집이 있었다.
2766,옳지 않은 일이었다며 저는 병역의 의무를 면탈해 주는 것이 선행에 대한 보상이 되어서도 안된다고 생각한다고 했다.
2767,어느 누구도 병역의무를 피해가서는 안된다며 BTS 청년들의 결심이 큰 울림을 준다고 밝혔다.
2768,온라인 커뮤니티헤럴드경제박로명 기자 중고거래 사이트에 그룹 방탄소년단(BTS)의 정국이 직접 착용했던 모자를 판매한다는 글이 올라와 논란이 일고 있다.
2769,이 글을 올린 판매자는 정국이 여권을 만들기 위해 방문했을 때 놓고 간 것이라며 외교부 ‘공무직원증’까지 인증했다.
2770,이어 A씨는 “BTS 정국이 직접 썼던 모자로 꽤 사용감이 있는 상태라며 “돈 주고도 구할 수 없는 물건이라고 했다.
2771,그러면서 “세계적으로 유명한 가수이기에 소장가치는 더욱 올라갈 것으로 예상된다며 “미래에는 현재 가격 이상의 가치가 있다고 생각한다고 덧붙였다.
2772,A씨가 올린 모자가 실제 정국이 착용한 것이 맞는지 여부는 확인되지 않았다.
2773,한 누리꾼이 A씨와의 대화에서 “신고하겠다고 메시지를 보내자 A씨는 “이미 퇴사했고 법에 걸릴 일이 없다고 했다.
2774,관람객 호응 힙입어 중앙전시장으로 이동다이너마이트·아기상어 두 곡 선정 무대로 국립광주과학관 인기 콘텐츠 로봇댄스 공연 모습.
2775,인간을 모사한 휴머노이드들이 인기곡을 배경으로 사람과 같은 춤동작을 보여주는 로봇댄스 공연은 남녀노소 가던 길을 멈추게 하는 과학관의 인기 콘텐츠다.
2776,신규 편성된 콘텐츠는 관람객과 내부 직원을 대상으로 진행된 선호도 조사결과를 반영했다.
2777,최종적으로 그룹 BTS의 Dynamite와 아기상어 두 곡이 선정돼 무대에 오르게 됐다.
2778,자료 제공: 연합뉴스 그룹 방탄소년단(BTS)이 팀의 맏형 진을 필두로 각자 순서에 따라 입대하겠다는 뜻을 전격 발표했습니다.
2779,현행 병역법은 대통령령으로 정하는 예술·체육 분야 특기를 가진 사람으로서 문체부 장관이 추천한 사람을 예술·체육요원으로 편입할 수 있도록 규정하고 있지만 대중문화는 포함되지않아 형평성 문제가 제기돼 왔습니다.
2780,재판매 및 DB 금지 (부산연합뉴스) 민영규 기자 그룹 방탄소년단(BTS) 콘서트를 앞두고 부산지역 일부 숙박시설이 바가지요금을 받거나 예약을 일방적으로 취소해 눈살을 찌푸리게 했다.
2781,시사주간지 타임 등 미국 매체들은 새벽 시간임에도 온라인 기사를 통해 이날 소속사 하이브가 발표한 내용을 상세히 전하면서 BTS의 병역 면제 자격을 두고 한국에서 오래도록 이어져 왔던 논쟁이 종지부를 찍었다고 보도했다.
2782,NBC뉴스는 병역 문제로 BTS의 미래에는 구름이 드리워져 있었으며 BTS의 병역 연기·면제 여부를 두고 한국은 분열돼 있었다고 전했다.
2783,영국 일간 가디언은 과거 가수 유승준이 징집을 피한 결과 한국에서 추방되고 이후 입국도 금지됐다는 사실을 언급하며 한국에서 군 복무를 거부하는 것은 범죄이며 수감되거나 사회적 낙인이 찍힐 수 있다고 설명했다.
2784,미국 블룸버그 통신은 BTS의 군 입대 계획이 군 면제에 대한 팬들의 기대를 내동댕이쳤다는 제목으로 이들의 발표 내용을 전했다.
2785,이 매체는 한국 내 여론조사에 따르면 대다수 시민들이 BTS 멤버들의 병역 의무를 면제해 줘야 한다고 생각하지만 소수에게 주어지는 특권과 북한의 위협이 주요 이슈인 한국에서 병역 예외가 적용되는 경우 논란이 발생할 여지도 있다고 설명했다.
2786,빅히트 측은 “진이 아미를 향한 애정을 담아 만든 만큼 아미에게 선물과 같은 곡이 될 것으로 기대된다고 전했다.
2787,협업한 가수는 BTS와 ‘마이 유니버스’를 작업하기도 했던 콜드플레이라고 알려져 있다.
2788,소속사 측은 “진이 싱글 발매와 함께 다양한 활동으로 다채로운 매력을 뽐낼 예정이다라고 밝혔다.
2789,지금도 일부 장병에 제공되는 기회방탄소년단 진 시작으로 전원 입대 예정 사진한경DB국방부가 입대를 결정한 그룹 방탄소년단(BTS)에 대해 멤버들이 희망할 경우 공익 또는 국가적 차원 행사에 참여할 수 있는 기회를 제공하겠다고 밝혔다.
2790,그는 지금도 군에 입대한 일부 장병들에게 그러한 기회가 있을 때 제공되는 것으로 안다면서도 다만 어떤 특정 행사를 염두에 둔 것은 아니다고 말했다.
2791,이에 새로운 제도 도입에 대한 가능성이 제기됐으나 결국 원론적 차원이라는 입장을 확인했다.
2792,사진한경DB방탄소년단의 소속사 하이브는 전날 멤버들이 병역 의무를 이행하기 위한 구체적인 준비에 착수했다고 밝혔다.
2793,이에 따라 멤버 진(본명 김석진)은 이달 말 입영 연기 취소를 신청하고 이후 병무청의 입영 관련 절차를 따른다.
2794,진을 시작으로 다른 멤버들도 병역 이행 계획에 맞춰 순차적으로 입대할 계획이다.
2795,자신을 외교부 직원이라고 밝히며 그룹 방탄소년단 멤버 정국이 썼던 모자를 고가에 판매하려고 한 누리꾼이 경찰에 자수한 것으로 알려졌다.
2796,경찰은 실제 정국이 사용한 모자가 맞는지 등을 확인하는 한편 구체적 습득 경위를 조사하고 혐의를 결정할 방침이다.
2797,앵커방탄소년단 BTS가 맏형 진을 시작으로 군대에 갈 예정이라고 밝혔습니다.
2798,하지만 병역법 시행령상 다른 예술이나 체육 분야와 달리 대중문화는 대체복무의 대상이 아닙니다.
2799,최근 몇 년간 대중음악계를 비롯해 각계에서 형평성 문제를 제기하며 BTS의 대체 복무 허용을 촉구했지만 국회의 논의는 지지부진했습니다.
2800,박보균 문화체육관광부 장관은 국민 여론이 중요하다며 올해 안에 입장을 확정하겠다고 말했고 이기식 병무청장은 군 복무가 바람직하다고 밝히는 등 정부는 원론적인 입장을 되풀이했습니다.
2801,입영 연기 취소로 진은 입영통지서가 나오는 대로 현역으로 입대할 예정인데 빠르면 연내에 갈 수도 있습니다.
2802,진은 이날 방탄소년단 공식 SNS 계정에 콜드플레이와 협업해 솔로 싱글 음반을 내놓게 됐다며 포스터를 게재했다.
2803,키고(Kygo)가 프로듀서로 참여했고 밴드의 리더 크리스 마틴과 그의 아들 모지스가 백업 보컬로 함께 한다.
2804,뮤직 비디오를 미리 본 이들은 진이 우주인으로 변신해 반려견과 함께 우주를 여행하는 내용이라고 전했다.
2805,아미(방탄소년단 팬들)들은 이 영상이 먼저 무지개다리를 건넌 반려견 짱구에게 바치는 일종의 헌사로 받아들이고 있다.
2806,멤버들은 짱구가 세상을 떠나던 날 진이 하루 종일 울었던 일을 들려주곤 했기 때문이다.
2807,방탄소년단의 소속사 빅히트뮤직은 “진과 콜드플레이는 ‘디 아스트로넛’을 통해 색다른 매력과 환상적 시너지를 보여줄 것이라고 말했다.
2808,요한손은 전통 음악과 현대적 요소를 잘 섞는 것으로 유명하며 ‘프리즈너스’ ‘시카리오 암살자의 도시’ ‘사랑에 관한 모든 것’ 등의 음악을 만든 것으로도 이름 높다.
2809,마틴은 “지난 번 대화할 때 진이 ‘한동안 자리를 비우게 될 것 같다’며 ‘멤버들과 팬이 많이 보고 싶을 것’이라고 한 말이 크게 와닿았다며 “그 대화로 인해 이 곡이 나올 수 있었다고 말했다.
2810,이에 진은 “이 곡을 만들 때 나와 긴밀하게 작업해줘서 그리고 단계마다 내 의견에 귀 기울여줘서 정말 감사하다며 “나의 슈퍼스타 나의 형 함께 작업할 수 있어 영광이었다고 고마움을 표했다.
2811,‘디 아스트로넛’ 첫 무대는 추후 방탄소년단 공식 유튜브 채널을 통해 공개된다.
2812,전 세계 영화관에서 콜드플레이 공연을 즐기는 오프라인 유료 이벤트도 마련된다.
2813,이어 영상 속 부산으로 향했던 스팟이 실제 콘서트장에 등장해 방탄소년단 멤버들을 대기실에서 무대까지 에스코트했다.
2814,해당 영상은 글로벌 팬덤 플랫폼 위버스(Weverse)에 실시간 생중계됐다.
2815,현대차는 이번 협업은 국내외 두터운 팬층을 보유한 방탄소년단과 함께 세계박람회 개최 후보 도시로서 부산의 문화 경쟁력을 알리고 방탄소년단과 로봇의 만남을 통해 현대자동차의 미래 로보틱스 비전을 널리 알리기 위한 차원에서 이뤄졌다고 설명했다.
2816,사진제공빅히트뮤직 그룹 방탄소년단(BTS)이 멤버들 모두 각자 순서에 따라 입대하겠다는 뜻을 밝혔다.
2817,현행 병역법은 대통령령으로 정하는 예술·체육 분야 특기를 가진 사람으로서 문체부 장관이 추천한 사람을 예술·체육요원으로 편입할 수 있도록 규정한다.
2818,그러나 병역법 시행령에는 예술·체육 분야 특기로 ‘대중문화’는 포함되지 않아 국위 선양을 하는 대중문화예술인에 대한 형평성 문제가 제기돼 왔다.
2819,앞으로 또 언제 콘서트를 하게 될까 다시 이런 콘서트를 할 수 있을까 하는 생각을 했다고 언급하기도 했다.
2820,BTS는 진을 필두로 한 멤버들의 잇딴 입대로 당분간 완전체 활동을 볼 수 없을 예정이다.
2821,다만 진은 솔로 데뷔를 앞두고 이어 입대 시점은 이 신곡 이후가 될 것으로 예상된다.
2822,방탄소년단은 콘서트 개최를 앞두고 소속사 빅히트 뮤직을 통해 소감을 전했다.
2823,RM은 “단 한 번의 특별한 공연을 위해 열심히 준비했다라며 “재미있는 무대도 있을 예정이고 오랜만에 부르는 곡들도 있다.
2824,진은 “오랜만의 콘서트여서 심장이 불타고 있다라며 “모두가 아시는 곡으로 준비했으니 즐겁게 봐 주시면 좋겠다.
2825,여러분들의 함성을 들을 생각에 설렌다라며 “페스티벌 형식의 자유로운 공연인 만큼 관객분들도 모든 것을 내려놓고 즐겨 주시기를 바란다라고 전했다.
2826,잘해야 한다는 부담과 긴장감도 있지만 ‘많은 분과 즐기고 오자’라는 자세로 있는 그대로의 에너지를 다 보여 드릴 예정이니 즐겨 주시면 고맙겠다라며 “일곱 명의 에너지를 고스란히 전달하는 것이 이번 공연의 포인트이고 다양한 모습을 많이 준비했으니 기대해 달라라고 말했다.
2827,지민은 “설레기도 하고 긴장도 되지만 열심히 준비한 만큼 빨리 공연을 보여 드리고 싶다.
2828,뷔는 “전 세계에서 함께하는 관객분들을 위해 저희의 모든 것을 쏟아부어 멋진 공연을 만들겠다라고 말했고 정국은 “오랜만의 공연이라 긴장되고 설렌다.
2829,후회 없는 공연을 만들고 싶고 공연을 관람하는 모든 분들이 좋은 기운을 받아 가시면 좋겠다.
2830,‘LIVEPLAY(라이브 플레이)’를 통해 부산 국제여객터미널 야외주차장과 해운대 특설무대에서 대형 스크린으로 감상할 수 있다.
2831,별도의 재단을 설립한 것과 유사한 형태로 기부자의 의사를 반영해 기금 사업을 구성하고 운영하는 맞춤형 기금사업이다.
2832,사랑의열매는 이번 기금을 통해 학교 밖 청소년과 시설보호 청소년들이 차별 없이 배움의 기회를 누려 성장할 수 있도록 지원한다.
2833,방 의장은 이날 서울시 중구 사랑의열매 회관에서 열린 가입식에서 “음악 창작가로서 또 기업인으로서 성장하기까지 여러 방면의 도움과 지지를 받아 사회적으로 받는 도움이 한 인간을 성장시키는데 큰 양분이 된다는 것을 체득했다며 “조금이나마 사회에 환원하고 싶다는 생각으로 이번 기부를 결심하게 됐다고 밝혔다.
2834,이어 “도움을 절실히 필요로 하는 청소년들이 자신 있게 꿈꾸고 진취적으로 나아갈 수 있기를 바라는 마음에서 기금 조성을 위한 기부를 하게 됐다고 덧붙였다.
2835,방 의장은 또 “개인적 기여가 일회성에 그치지 않고 이 기금을 통해 사회 구성원으로 성장한 이들이 사회에 기여하고 환원할 수 있는 모습을 희망한다며 “이 기금이 유용하게 사용될 수 있기를 바란다고 부연했다.
2836,조흥식 사랑의열매 회장은 “방시혁 의장의 기부는 특정 사회문제 해결을 위한 집중 기부의 좋은 모델이 될 것이라 생각한다며 “학교 밖 및 시설보호 청소년들이 사회적 편견을 이겨내고 건강한 삶을 영위할 수 있도록 사랑의열매도 최선을 다하겠다라고 말했다.
2837,이날 가입식에는 방 의장을 비롯해 조 회장 황인식 사랑의열매 사무총장 등이 함께했다.
2838,이들은 같은 이름 정반대의 삶 ‘석진 대 석진’이라는 흥미로운 타이틀로 같은 듯 다른 루틴을 공개해 큰 웃음을 자아낼 예정이다.
2839,또 예고편에서 ‘알고 보면 이상한 석진과 원래 이상한 석진 중 누구의 우주가 승리할 것인가’ ‘닮은 듯 다른 두 우주가 만난다’라는 자막으로 시청자들의 기대감을 높인다.
2840,이번 편에서 방탄소년단 진은 런닝맨 멤버들과 게임을 하면서 지석진과 다른 피지컬과 동시에 허당기 넘치는 매력으로 큰 웃음을 안긴다.
2841,토크부터 몸 개그까지 몸을 사리지 않는 진의 예능 본능과 그런 진에게 밀리지 않기 위해 고군분투하는 지석진의 모습이 그려져 ‘대환장 웃음파티’를 예고한다.
2842,OSEN최나영 기자 SBS 예능프로그램 ‘런닝맨’에 방탄소년단 진이 전격 출연한다.
2843,‘같은 이름 정반대의 삶’이라는 흥미로운 타이틀로 시작된 예고 영상은 두 석진의 같은 듯 다른 루틴을 공개해 호기심을 자아냈다.
2844,이후 두 석진이 멤버들과 만나게 되면서 ‘대환장 웃음폭탄’을 예고해 또 한 번의 ‘레전드 레이스’가 될 것으로 보인다.
2845,당시 실제로 진이 전화를 받았고 진은 “내가 ‘런닝맨’에 목소리 출연하다니라며 감격해해 웃음을 자아낸바 있다.
2846,진은 최근 진행된 촬영에서 지석진을 비롯해 멤버들과 반가운 인사를 나눴고 토크부터 몸 개그까지 몸을 사리지 않는 예능 본능으로 큰 웃음을 선사했다.
2847,뉴스엔 박아름 기자 김태연이 한국대중음악박물관에 등재되어 조용필 아이유 BTS 등과 어깨를 나란히 하게 됐다.
2848,한국대중음악박물관은 대중음악 태동기인 대한제국시대를 시작으로 K-POP이 전 세계를 강타하면서 세계 대중음악의 주류로 떠오른 현재까지 국내 음악사 자료를 전시한 대한민국 최초 대중음악 전문 박물관으로 조용필 인순이 신승훈 김광석 서태지와 아이들 이효리 아이유 BTS 등 국내 최고 아티스트들의 앨범이 전시되고 있다.
2849,김태연은 국악과 트로트를 잇는 독보적인 가수이자 차세대 트로트를 이끌 아티스트로 인정받아 전시관에 이름을 올렸다는 후문.
2850,한국대중음악박물관 유충희 관장은 “김태연 양의 경우 몇 해 전부터 다시 국민 장르로 떠오른 한국 대중음악의 대표 장르인 트로트를 이끌어갈 차세대 주자일 뿐만 아니라 자신의 주 전공인 국악을 대중음악에 뿌리와 연결하는 독보적인 아티스트인 만큼 전시의 필요성을 느꼈다고 등재 이유를 밝혔다.
2851,BTS 콘서트 D-Day…글로벌 아미 부산 집결 프랑스 아미 오늘을 위해 날아왔어요자원봉사자도 아미 열정에 놀랐다일회성 축제 아닌 지역 활성화 기대 방탄소년단 지민 현수막이 걸려 있는 부산 거리.
2852,사진｜연합뉴스 모두 다른 언어를 쓰는데 BTS를 좋아하는 마음으로 커넥트(연결)돼 있다는 생각에 감동 받았습니다.
2853,보라색 드레스코드의 글로벌 아미(ARMY)들이 부산으로 속속 집결하면서다.
2854,내국인들은 물론 외국인 팬들은 대다수가 보라색 의상과 보라색 마스크로 드레스코드를 맞춰 아미로서의 동질감을 만끽하고 있었다.
2855,이들은 삼삼오오 모여 들뜬 기분을 감추지 못한 채 부산아시아드주경기장 및 라이브플레이 현장으로 향했다.
2856,사진｜부산 박세연 기자 ◆BTS 볼 수 있다면 오직 공연 보러 날아온 글로벌 아미들 부산역사에서 스타투데이가 만난 외국인 팬들은 대체로 국내 거주 중이 아닌 이날 방탄소년단 공연을 보기 위해 바다를 건너 하늘을 가로질러 날아온 열정 아미들이었다.
2857,모두 다른 언어를 쓰는데 BTS를 좋아하는 마음으로 커넥트(연결)돼 있다는 생각에 감동 받았다고 말했다.
2858,BTS 콘서트는 이번이 팬데믹 전에 한 번 보고 두번째인데 정말 기대된다고 흥분을 감추지 못했다.
2859,이들은 (BTS가 군대에 가면) 아마도 당분간 공연을 못 볼 수도 있지만 괜찮다.
2860,보라색 옷을 입고 보라색 마스크를 쓴 분들이 굉장히 많아 방탄소년단의 글로벌 인기를 실감했다.
2861,방탄소년단 공연을 보기 위해 입국한 외국인이 정말 많아 그들의 열정이 대단하다고 생각했다고 말했다.
2862,공연 당일을 맞아 부산을 찾은 많은 팬들이 팝업 스토어를 방문해 BTS MD 상품을 구매하고 있었다.
2863,사진｜부산 박세연 기자 부산역에서는 캐리어 보관 및 운반 서비스를 운영 중이다.
2864,사진｜부산 박세연 기자 특히 무비자 자유여행이 가능한 일본인들 중엔 배를 타고 부산항으로 들어오는 여행객들도 많다고.
2865,박씨는 제반 네트워크가 잘 조성돼 특정인들만의 축제가 아닌 지역 축제로 이어지고 다시 방문하고 싶은 도시 부산으로 거듭나면 좋겠다는 바람을 덧붙였다.
2866,이 외에도 부산역 안에는 여행용 캐리어를 보관하거나 원하는 지역까지 운송해주는 서비스 등 많은 짐을 들고 부산을 찾은 외국 외지인들을 위한 편의를 최대한 제공하고 있다.
2867,방탄소년단을 지금의 자리에 있게 한 레전드 무대와 퍼포먼스 뮤직비디오 등의 핵심 포인트가 그대로 새겨지며 팬뿐 아니라 일반 관객도 함께 따라 부르고 즐길 수 있도록 방탄소년단의 대표곡 위주로 세트리스트가 구성된다.
2868,온전히 저희만의 콘서트는 아닌 만큼 조금 아쉬운 부분도 있을지 모르겠지만 또 다른 마음의 고향 부산에서 뛰어놀 수 있게 돼 기분이 좋다는 글을 올렸다.
2869,이어 “어쩌면 실 가창이 마지막이 될 수도 있는 아주 오랜만에 부르는 오래된 곡들도 포함되어 있다며 “애초에 이런 포맷의 오프라인 공연이 처음인데다 또 아주 간만이기 때문에 록페나 DJ 페스티벌의 느낌으로 처음부터 끝까지 손 들고 따라부르며 그저 행복하게 축제처럼 즐겨주시면 감개무량하겠다고 소망했다.
2870,또 RM은 “부족한 부분들이 분명히 있겠지만 방탄은 공연이니까 최선과 최고의 모습을 보여드릴 수 있도록 해보겠다.
2871,진은 이 싱글을 통해 방탄소년단 멤버 중 제이홉에 이어 두 번째로 공식 솔로 데뷔하게 됐다.
2872,이 노래는 또 전날 입영 연기 취소 방침을 밝힌 진이 입대를 앞두고 마지막으로 발표하는 곡이 될 전망이다.
2873,지금은 전망치가 크게 하락해 바닥에 가까운 업종에 주목하고 이익 전망 하락이 이제 시작된 업종을 피해야 할 시점입니다.
2874,그는 이익 전망치가 바닥에 가까워 보이는 반도체가 오히려 주목할 만하다며 반대로 이제 전망치가 떨어지기 시작한 시클리컬 업종에 대한 투자는 조심할 필요가 있다고 덧붙였다.
2875,이날 이 팀장은 최근 증시를 위협하고 있는 요소들에 대한 분석도 내놓았다.
2876,우선 카카오톡 먹통 사태로 곤욕을 치르고 있는 카카오에 대해 이 팀장은 단기적으로는 데이터센터 등 인프라 투자가 늘 것으로 보여 실적이 악화될 수 있는 여지가 있다며 단 인터넷 업종은 해외 진출 등 중장기적 실적 반등 여지가 충분하다고 본다고 설명했다.
2877,그룹 방탄소년단(BTS)의 입대가 결정된 하이브에 대해서도 단기적으로 실적이 악화될 수 있는 여지가 있다고 강조했다.
2878,이 팀장은 (엔터주 애널리스트에 따르면) BTS가 하이브에서 차지하고 있는 비중이 워낙 크고 글로벌 탑 아이돌 그룹이 소속된 기업이라는 프리미엄이 입대 기간동안 사라질 수도 있다는 우려가 나온다고 말했다.
2879,그는 경기도 점차 안 좋아질 것으로 보이는데 경기 역시 바닥을 통과하고 있다는 신호가 나와야 달러 강세가 누그러질 수 있을 것이라고 덧붙였다.
2880,※ 자이앤트TV는 요동치는 시장 속 동학개미를 위한 재테크 인사이트를 전해드립니다.
2881,정국이 직접 썼던 모자인지 알 길이 없을뿐더러 말도 안 되는 금액을 제시한 것.
2882,게다가 판매자가 정식으로 모자에 대한 소유권을 취득한 것인지에 대한 의심도 생겨났다.
2883,그러나 정국 모자 판매 글을 계속해서 논란이 됐고 해당 모자를 분실물 신고한 내역이 없는 것으로 확인됐다.
2884,판매자가 논란 하루 만에 경찰에 자수한 것으로 밝혀진 가운데 대중들이 분노하고 있다.
2885,그룹 방탄소년단(BTS) 멤버 진(본명 김석진)이 취중진담으로 슈퍼스타의 속마음을 털어놨다.
2886,그룹 방탄소년단(BTS) 멤버 진(본명 김석진)이 글로벌 스타로서 활동하는 속마음을 털어놨다.
2887,좋아하는 것이 무엇인지 다른 사람과 약속을 뭘 했는지 등을 대부분 까먹는다고 말했고 이영지가 이 일에 진정성이 있는 것 같다고 하자 그건 맞다.
2888,이 일 때문에 인간관계도 죄다 파탄 나고 박살 났다며 너스레를 떨기도 했다.
2889,진은 또 대한민국 문화 발전에 이바지해 줘서 고맙다는 이영지 말에 제가 한 게 아니고 저희 멤버들이 한 것이라며 겸손한 모습을 보였다.
2890,저희 멤버들이 서로 선을 안 넘고 양보를 해줘서 팀 유지가 되는 것 같다고 말하며 팀 성공 요인을 꼽기도 했다.
2891,한편 진은 이달 말 입영 연기 취소를 신청한 뒤 병무청 입영 절차를 따를 예정이다.
2892,부산역에 내리자마자 BTS 콘서트 개최를 알리는 대형 홍보 배너가 반겼고 보라색 캐리어 또는 보라색 의상와 액세서리를 착용한 ‘아미(ARMY·BTS의 팬덤 이름)’들이 눈에 띄었다.
2893,그는 설레는 얼굴로 “멤버 진이 군대에 가게 된다면 오랫동안 완전체 공연을 보지 못할 것 같다는 마음에 고생 끝에 공연 티켓을 구해서 부산에 왔다며 “콘서트 말고도 즐길거리가 많아서 즐겁다고 말했다.
2894,더 시티는 콘서트 개최 전후로 도시 곳곳에 즐길 거리와 이벤트를 열어 팬 경험을 제공하는 ‘도시형 콘서트 플레이 파크’다.
2895,BTS가 부산엑스포 홍보대사로 임명된 것을 계기로 엑스포 유치를 응원하기 위해 부산에서 프로젝트를 열게 됐다.
2896,테마파크 전시회 숙박시설 쇼핑센터 등이 BTS 관련 콘텐츠로 꾸며져 제공된다.
2897,이날부터 BTS 테마로 꾸며진 롯데월드 어드벤처 부산에는 테마곡 대신 BTS의 노래가 흘러나왔다.
2898,이 밖에도 ‘아미 라운지’ ‘아미 가든’ ‘아미 숍’ 등 공간이 추가로 조성됐다.
2899,멤버들의 사진과 영상이 미디어아트 형태로 전시됐고 의상과 소품 등도 볼 수 있었다.
2900,숙박객에게는 BTS 비공개 포토카드와 더불어 BTS 테마로 새로 제작된 제품들이 제공된다.
2901,야외 가든에는 BTS 음악과 동영상이 흘러나와 몸을 흔들며 춤을 추는 팬들도 볼 수 있었다.
2902,/부산이은영 기자 이곳을 비롯한 인근 특급호텔들은 모두 매진이 된 상황이다.
2903,취재차 부산을 찾은 기자 역시 숙소를 구하지 못해 어려움을 겪었지만 다행히 에어비앤비를 통해 묵을 곳을 예약할 수 있었다.
2904,이번 공연은 해운대 특설무대와 부산 국제여객터미널 주차장에서 실시간 생중계되고 팬덤 플랫폼 ‘위버스(Weverse)’를 통해 전세계에 생중계될 예정이다.
2905,김흥국(왼쪽)과 이상훈 해병대 중앙회 총재이데일리 스타in 윤기백 기자 “올 연말 해병대 출신 연예인 모임 결성을 첫 번째 실행 사업으로 적극 추진 중이다.
2906,BTS(방탄소년단)를 비롯해 군 입대를 앞둔 건강한 연예인들이 무적 해병대로 지원하길 희망한다.
2907,대한민국 해병대 중앙회(이하 해병대 중앙회)가 ‘단결 양재동 시대’를 선포했다.
2908,김흥국 신임 부총재는 올해 핵심 과제로 ‘해병대 출신 연예인 모임’을 결성하겠다는 뜻을 밝혔다.
2909,만일 위기 상황이 온다면 제일 먼저 나라와 국민의 생명을 지키는 일에 앞장서겠다면서 “최근 수해 현장에서 포항 해병대 신형 장갑차 KVVA가 홀연히 나타나 국민의 생명을 구한 바 있다.
2910,우리 해병대 중앙회도 나라가 어려울 때를 위해 늘 비상대기하는 마음을 가질 것이라고 전했다.
2911,‘영원한 해병’ 이봉식씨는 “누구나 해병이 될 수 있다면 난 해병을 택하지 않는다는 감동의 명언을 남겼다.
2912,판매 금액이 지나치게 고가일 뿐 아니라 판매자가 자신의 신분을 외교부 직원이라 스스로 밝혔기 때문이다.
2913,사진온라인 커뮤니티최근 온라인 커뮤니티와 SNS를 중심으로 중고거래 사이트에 올라온 판매글 하나가 공유되며 관심을 끌었다.
2914,그러면서 자신의 신분 확인을 위해 직원증을 첨부하겠다며 외교부에서 발급한 공무직원증을 인증했다.
2915,이어 BTS 정국이 직접 썼던 벙거지로 꽤 사용감이 있는 상태라며 돈 주고도 구할 수 없는 물건이라고 가치를 어필했다.
2916,또 세계적으로 유명한 가수이기에 소장가치는 더욱 올라갈 것으로 예상된다며 가격조정 안 함.
2917,다만 정국이 해당 모자와 비슷한 제품을 착용한 사진은 팬들 사이에서 공유되고 있다.
